frame,time_s,NOSE_x,NOSE_y,NOSE_z,NOSE_vis,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_vis,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_vis,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_vis,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_vis,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_vis,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_vis,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_vis,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_vis,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_vis,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_vis,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_vis,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_vis,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_vis,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_vis,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_vis,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_vis,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_vis,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_vis,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_vis,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_vis,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_vis,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_vis,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_vis,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_vis,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_vis,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_vis,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_vis,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_vis,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_vis,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_vis,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_vis,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_vis
10,0.166870,0.632501,0.470244,0.290251,0.999787,0.628584,0.465537,0.277659,0.999727,0.625455,0.465077,0.277606,0.999678,0.622325,0.464676,0.277626,0.999752,0.636501,0.466450,0.253261,0.999760,0.638691,0.466669,0.253085,0.999700,0.640869,0.466978,0.253133,0.999739,0.617324,0.466676,0.218065,0.999654,0.639655,0.469877,0.111185,0.999696,0.623843,0.474666,0.274521,0.999539,0.634022,0.475358,0.242944,0.999483,0.564736,0.498961,0.260353,0.999899,0.647381,0.501115,-0.058824,0.999989,0.560121,0.542886,0.331445,0.300117,0.659951,0.545002,-0.080570,0.920343,0.610602,0.578623,0.371807,0.323264,0.662746,0.585220,0.016366,0.716514,0.633203,0.588676,0.392354,0.312034,0.671891,0.593892,0.003634,0.649700,0.641582,0.587962,0.364212,0.311374,0.670660,0.592788,0.021195,0.631289,0.641164,0.585408,0.359189,0.303059,0.665578,0.590115,0.025566,0.571672,0.510329,0.583148,0.117952,0.999944,0.546754,0.587001,-0.117778,0.999984,0.545094,0.650597,0.156806,0.370208,0.539455,0.669670,-0.075434,0.946167,0.567129,0.723502,0.172817,0.698846,0.494114,0.750562,-0.110043,0.955842,0.559735,0.732964,0.170029,0.780638,0.475684,0.763043,-0.114687,0.934343,0.607406,0.734002,0.135956,0.739743,0.542156,0.773873,-0.182362,0.933995
11,0.183557,0.631234,0.470367,0.270549,0.999802,0.627374,0.465676,0.256846,0.999747,0.624243,0.465204,0.256796,0.999702,0.621134,0.464789,0.256821,0.999771,0.635360,0.466619,0.232053,0.999778,0.637592,0.466849,0.231895,0.999722,0.639831,0.467164,0.231941,0.999758,0.616013,0.466794,0.198255,0.999681,0.638693,0.470102,0.089385,0.999718,0.622506,0.474734,0.255340,0.999572,0.632796,0.475442,0.223305,0.999520,0.563049,0.499240,0.241593,0.999898,0.645959,0.501616,-0.077690,0.999989,0.557700,0.542720,0.314921,0.308618,0.658211,0.545338,-0.096664,0.925439,0.608002,0.578366,0.358973,0.318423,0.661543,0.585188,0.007881,0.723424,0.621918,0.588620,0.384456,0.305946,0.670877,0.594155,-0.001759,0.655493,0.638015,0.588256,0.355039,0.305474,0.669845,0.593087,0.014760,0.637391,0.638058,0.585776,0.347177,0.297289,0.664809,0.590307,0.017239,0.577546,0.509185,0.583878,0.117929,0.999946,0.544467,0.587649,-0.117744,0.999985,0.545149,0.650342,0.164452,0.386745,0.538617,0.670353,-0.073201,0.949880,0.567303,0.723349,0.193458,0.707474,0.493854,0.750436,-0.104591,0.958639,0.559875,0.732758,0.192548,0.788849,0.474905,0.763068,-0.108629,0.938252,0.613614,0.732681,0.168343,0.742508,0.541293,0.773829,-0.172600,0.936289
12,0.200244,0.629714,0.470552,0.277926,0.999811,0.626130,0.465826,0.265142,0.999761,0.623035,0.465335,0.265087,0.999718,0.619928,0.464886,0.265109,0.999783,0.634100,0.466764,0.240723,0.999790,0.636356,0.466978,0.240554,0.999737,0.638594,0.467274,0.240599,0.999771,0.615087,0.466938,0.206186,0.999700,0.637480,0.470239,0.099201,0.999735,0.620991,0.474832,0.262483,0.999593,0.631265,0.475563,0.230918,0.999545,0.562373,0.499324,0.249212,0.999897,0.645490,0.502079,-0.070032,0.999989,0.558311,0.542823,0.320780,0.308349,0.657256,0.546399,-0.092095,0.927941,0.608708,0.578613,0.362674,0.311413,0.660000,0.585636,0.008561,0.723244,0.624390,0.588652,0.389961,0.298984,0.669090,0.594668,-0.000796,0.654557,0.638619,0.588585,0.359890,0.298652,0.667967,0.593552,0.015748,0.636512,0.637123,0.585880,0.350945,0.290893,0.663406,0.590508,0.017917,0.576410,0.507908,0.584291,0.117757,0.999946,0.542941,0.587916,-0.117566,0.999985,0.544806,0.650012,0.164845,0.389656,0.538522,0.670874,-0.066729,0.951739,0.567249,0.723282,0.188156,0.709514,0.493053,0.751173,-0.099428,0.959894,0.560118,0.732691,0.186436,0.792258,0.474438,0.763281,-0.103638,0.940137,0.611379,0.732243,0.156595,0.741562,0.541065,0.773832,-0.169933,0.936668
13,0.216931,0.629128,0.470741,0.259189,0.999823,0.625426,0.465978,0.246434,0.999777,0.622342,0.465482,0.246376,0.999737,0.619257,0.465025,0.246390,0.999797,0.633462,0.466886,0.221316,0.999804,0.635722,0.467104,0.221160,0.999755,0.637999,0.467402,0.221203,0.999786,0.614458,0.467133,0.190878,0.999721,0.636762,0.470443,0.080308,0.999752,0.620412,0.475019,0.245035,0.999619,0.630693,0.475765,0.212496,0.999576,0.560914,0.499934,0.240244,0.999897,0.644263,0.502513,-0.084660,0.999990,0.558555,0.542913,0.314668,0.315046,0.656077,0.546735,-0.100212,0.930729,0.607085,0.578607,0.352371,0.311172,0.658638,0.585971,0.006613,0.725445,0.625910,0.589245,0.381190,0.298083,0.667601,0.595096,-0.001832,0.656272,0.637271,0.588707,0.349236,0.297993,0.667025,0.593645,0.014383,0.638425,0.636387,0.586159,0.340218,0.290000,0.662162,0.590708,0.016112,0.578199,0.505539,0.584686,0.117989,0.999947,0.540837,0.588372,-0.117787,0.999986,0.542714,0.649792,0.179029,0.391684,0.538532,0.670952,-0.071007,0.954035,0.563057,0.721449,0.223949,0.709723,0.493065,0.751221,-0.107283,0.961778,0.554907,0.730833,0.224770,0.795354,0.474477,0.763344,-0.111595,0.942857,0.610887,0.731173,0.200602,0.740627,0.541293,0.774307,-0.179758,0.938537
14,0.233618,0.627953,0.470980,0.241904,0.999835,0.624204,0.466171,0.228612,0.999793,0.621151,0.465666,0.228556,0.999756,0.618158,0.465204,0.228571,0.999812,0.632267,0.467064,0.203524,0.999818,0.634530,0.467282,0.203380,0.999772,0.636831,0.467577,0.203421,0.999801,0.613390,0.467300,0.174231,0.999742,0.635530,0.470640,0.063419,0.999770,0.619347,0.475217,0.228246,0.999645,0.629535,0.476032,0.195697,0.999608,0.559512,0.500274,0.224426,0.999897,0.643097,0.502863,-0.097624,0.999990,0.558461,0.543110,0.300369,0.328268,0.655298,0.547463,-0.105028,0.934152,0.607903,0.579823,0.335771,0.314302,0.657977,0.586811,0.006552,0.729198,0.626920,0.589698,0.363939,0.299557,0.667310,0.595416,-0.002104,0.659233,0.637841,0.589661,0.331587,0.299754,0.666435,0.594138,0.014295,0.641701,0.635537,0.586852,0.323462,0.291265,0.661983,0.591505,0.016036,0.581317,0.503563,0.585233,0.118557,0.999949,0.539364,0.588989,-0.118327,0.999987,0.542020,0.649179,0.199945,0.398174,0.538720,0.671086,-0.075437,0.956993,0.563363,0.721074,0.268833,0.711689,0.492975,0.751412,-0.112084,0.964180,0.555618,0.730136,0.272385,0.800426,0.474395,0.763895,-0.116156,0.946310,0.610744,0.729302,0.256475,0.739953,0.541783,0.775005,-0.184647,0.941121
15,0.250305,0.626992,0.471931,0.246514,0.999837,0.623340,0.466932,0.234261,0.999798,0.620180,0.466512,0.234200,0.999762,0.617141,0.466043,0.234202,0.999817,0.631204,0.467757,0.208458,0.999823,0.633358,0.467925,0.208304,0.999778,0.635526,0.468166,0.208340,0.999806,0.612179,0.467994,0.182207,0.999751,0.634026,0.471145,0.068111,0.999776,0.618405,0.476143,0.233775,0.999653,0.628349,0.476865,0.200236,0.999621,0.558120,0.500480,0.233134,0.999894,0.641650,0.503155,-0.093727,0.999990,0.556893,0.543215,0.309384,0.331146,0.654923,0.547758,-0.104936,0.935394,0.602685,0.579774,0.342333,0.313935,0.657351,0.586707,0.006169,0.729700,0.627507,0.590126,0.372066,0.298782,0.666605,0.595610,-0.002184,0.659757,0.635412,0.590050,0.338746,0.299238,0.665553,0.594524,0.013855,0.642456,0.634516,0.587324,0.329883,0.290557,0.661182,0.591868,0.015626,0.581635,0.502547,0.585662,0.118598,0.999949,0.537377,0.589233,-0.118370,0.999987,0.542080,0.648224,0.191867,0.399931,0.538503,0.671154,-0.076167,0.958581,0.563596,0.719893,0.251509,0.710824,0.492751,0.751328,-0.112932,0.965744,0.556056,0.726501,0.254045,0.802090,0.473897,0.763766,-0.116847,0.948297,0.613522,0.728429,0.232064,0.739390,0.539751,0.774789,-0.187671,0.942955
16,0.266992,0.625399,0.472029,0.227976,0.999847,0.621861,0.466966,0.214125,0.999813,0.618756,0.466532,0.214059,0.999779,0.615665,0.466076,0.214065,0.999829,0.629737,0.467818,0.188818,0.999835,0.631944,0.467989,0.188684,0.999794,0.634177,0.468233,0.188718,0.999819,0.610912,0.468068,0.159847,0.999770,0.632823,0.471250,0.047936,0.999792,0.616877,0.476249,0.214649,0.999677,0.626797,0.477029,0.181782,0.999649,0.557380,0.500528,0.212081,0.999893,0.640533,0.503453,-0.110584,0.999990,0.556529,0.543296,0.297763,0.339420,0.654886,0.548239,-0.116754,0.938194,0.599764,0.579745,0.338123,0.313547,0.656701,0.586619,-0.002181,0.731871,0.627777,0.590314,0.367587,0.297449,0.665782,0.595744,-0.010721,0.661269,0.633802,0.590186,0.334038,0.298244,0.664540,0.594713,0.003554,0.644241,0.633708,0.587566,0.325712,0.289404,0.660577,0.592141,0.006658,0.583208,0.500949,0.585927,0.118942,0.999950,0.535590,0.589816,-0.118692,0.999988,0.541762,0.647671,0.215249,0.403263,0.538508,0.671535,-0.076718,0.961030,0.563777,0.718808,0.297972,0.709449,0.492345,0.751313,-0.109220,0.967693,0.556481,0.725828,0.303204,0.804858,0.473595,0.763904,-0.112023,0.951062,0.615242,0.728032,0.291012,0.735800,0.540097,0.774857,-0.180305,0.944918
17,0.283679,0.624398,0.472538,0.231675,0.999857,0.620859,0.467499,0.217833,0.999825,0.617723,0.467063,0.217763,0.999794,0.614614,0.466594,0.217772,0.999840,0.628634,0.468293,0.192272,0.999846,0.630733,0.468453,0.192131,0.999807,0.632875,0.468698,0.192165,0.999831,0.609646,0.468765,0.163368,0.999786,0.631279,0.471824,0.050217,0.999806,0.615752,0.476872,0.218232,0.999699,0.625587,0.477563,0.185036,0.999674,0.555801,0.500929,0.212971,0.999895,0.639109,0.503898,-0.109790,0.999991,0.546132,0.544149,0.301494,0.347581,0.653851,0.549029,-0.116363,0.941344,0.596115,0.579711,0.341620,0.312304,0.655777,0.587036,-0.003525,0.736450,0.612770,0.590549,0.373145,0.295173,0.664425,0.596304,-0.012279,0.665384,0.631246,0.590530,0.339401,0.296167,0.664030,0.595608,0.002029,0.648660,0.632115,0.588091,0.329661,0.287177,0.659525,0.592903,0.005336,0.587165,0.498694,0.586159,0.119332,0.999952,0.533748,0.590160,-0.119060,0.999989,0.541509,0.647358,0.223286,0.406610,0.538653,0.671689,-0.081841,0.963400,0.563451,0.717919,0.313594,0.706430,0.492279,0.751552,-0.111531,0.969563,0.556572,0.724576,0.319906,0.807367,0.473412,0.764379,-0.114340,0.953788,0.615706,0.726700,0.312798,0.730496,0.540197,0.775175,-0.182036,0.946808
18,0.300366,0.623936,0.473060,0.230670,0.999863,0.620214,0.467850,0.218903,0.999834,0.617061,0.467383,0.218835,0.999805,0.613897,0.466968,0.218832,0.999848,0.627851,0.468665,0.191360,0.999854,0.629838,0.468818,0.191213,0.999817,0.631870,0.469056,0.191247,0.999840,0.608747,0.469078,0.171277,0.999798,0.630019,0.472176,0.049271,0.999815,0.615254,0.477460,0.219659,0.999715,0.625082,0.478220,0.183791,0.999695,0.555253,0.501109,0.225295,0.999897,0.637402,0.504183,-0.112607,0.999991,0.548278,0.544222,0.307289,0.356575,0.652435,0.548885,-0.121770,0.943490,0.593028,0.579846,0.341830,0.320986,0.654718,0.587050,-0.008789,0.743692,0.615514,0.592129,0.372492,0.302653,0.663092,0.596591,-0.019283,0.673530,0.628411,0.591156,0.338445,0.303965,0.662211,0.595864,-0.004788,0.657261,0.629686,0.588754,0.329588,0.294181,0.658348,0.593193,0.000255,0.595581,0.497277,0.586711,0.122086,0.999954,0.531295,0.590610,-0.121806,0.999989,0.541428,0.647339,0.225958,0.406244,0.538533,0.672467,-0.103371,0.965134,0.562743,0.716814,0.320477,0.703057,0.491370,0.751988,-0.116929,0.971226,0.556588,0.721484,0.326947,0.807995,0.471414,0.765470,-0.118107,0.955960,0.615422,0.726301,0.312977,0.729577,0.538973,0.776607,-0.193008,0.949281
19,0.317053,0.623567,0.473280,0.242976,0.999868,0.619703,0.468009,0.231774,0.999841,0.616499,0.467530,0.231712,0.999813,0.613277,0.467135,0.231717,0.999854,0.627402,0.468843,0.203955,0.999859,0.629369,0.468995,0.203795,0.999825,0.631349,0.469225,0.203832,0.999846,0.608007,0.469195,0.183141,0.999807,0.629309,0.472301,0.059815,0.999822,0.614725,0.477692,0.231580,0.999726,0.624667,0.478513,0.195370,0.999711,0.553861,0.501333,0.233512,0.999900,0.636289,0.504325,-0.106336,0.999991,0.545258,0.544858,0.325029,0.361940,0.651356,0.548937,-0.122393,0.945368,0.591061,0.580105,0.367882,0.326431,0.654574,0.587602,-0.015046,0.749686,0.617511,0.593485,0.398894,0.307191,0.662621,0.597178,-0.027650,0.679999,0.627866,0.591937,0.364458,0.308610,0.662133,0.596718,-0.011572,0.664046,0.629294,0.589721,0.355146,0.298225,0.657852,0.593953,-0.005656,0.601935,0.495785,0.587117,0.125206,0.999955,0.530292,0.590923,-0.124925,0.999990,0.538406,0.647354,0.233087,0.403748,0.538538,0.672566,-0.113653,0.966366,0.561813,0.716898,0.323344,0.700518,0.491398,0.752674,-0.124290,0.972502,0.555652,0.722089,0.329019,0.809033,0.471527,0.766120,-0.125001,0.957779,0.615188,0.726787,0.310091,0.729432,0.539859,0.777876,-0.204751,0.951282
20,0.333740,0.621867,0.473299,0.224208,0.999872,0.618016,0.468051,0.211772,0.999847,0.614784,0.467587,0.211704,0.999820,0.611685,0.467186,0.211707,0.999860,0.625892,0.468910,0.183627,0.999865,0.627996,0.469072,0.183492,0.999832,0.630106,0.469309,0.183515,0.999852,0.606809,0.469257,0.163279,0.999816,0.628334,0.472404,0.038354,0.999829,0.613031,0.477693,0.212920,0.999739,0.623162,0.478535,0.176325,0.999727,0.552624,0.501476,0.217377,0.999897,0.635574,0.504526,-0.126193,0.999991,0.547098,0.544984,0.314165,0.370887,0.649880,0.549715,-0.141453,0.947817,0.595779,0.581422,0.364358,0.328552,0.653840,0.588572,-0.034511,0.753360,0.618647,0.594245,0.397953,0.308080,0.660936,0.598347,-0.048398,0.683058,0.628705,0.592912,0.359940,0.309849,0.660722,0.597211,-0.033633,0.667388,0.629077,0.590157,0.351085,0.299443,0.657067,0.594579,-0.025964,0.604861,0.494545,0.587850,0.126240,0.999956,0.528985,0.591715,-0.125934,0.999991,0.538297,0.647366,0.238119,0.408642,0.538512,0.672902,-0.113126,0.968233,0.561794,0.716943,0.334961,0.699597,0.491276,0.753124,-0.113642,0.973832,0.555639,0.722326,0.341877,0.811266,0.471173,0.766448,-0.114332,0.959619,0.615343,0.726854,0.331166,0.725633,0.540257,0.778755,-0.188357,0.952341
21,0.350427,0.619910,0.473610,0.222614,0.999877,0.616172,0.468409,0.208857,0.999855,0.612919,0.467953,0.208780,0.999829,0.609825,0.467554,0.208776,0.999866,0.624333,0.469248,0.181718,0.999871,0.626499,0.469414,0.181586,0.999840,0.628667,0.469671,0.181611,0.999858,0.605010,0.469881,0.157675,0.999826,0.626805,0.472850,0.037457,0.999837,0.610646,0.478121,0.210641,0.999752,0.621175,0.478905,0.175359,0.999742,0.551617,0.501859,0.210352,0.999896,0.634609,0.504748,-0.123360,0.999991,0.540948,0.545291,0.309070,0.375852,0.648683,0.550037,-0.133004,0.949866,0.589886,0.583137,0.362264,0.326102,0.653039,0.589408,-0.026542,0.756076,0.603446,0.594714,0.393419,0.305065,0.660101,0.598892,-0.039744,0.685632,0.626260,0.593472,0.357654,0.307108,0.659303,0.597964,-0.023978,0.670231,0.617671,0.590168,0.349195,0.296997,0.655963,0.595472,-0.017681,0.607416,0.493113,0.588603,0.125954,0.999957,0.526846,0.592541,-0.125669,0.999991,0.538486,0.647345,0.226089,0.412892,0.538149,0.674279,-0.098723,0.969819,0.562116,0.716996,0.314769,0.697500,0.489862,0.754376,-0.101455,0.975027,0.556251,0.722682,0.321147,0.812310,0.468864,0.767810,-0.102755,0.961290,0.615070,0.726868,0.312716,0.720754,0.534696,0.779452,-0.171674,0.953174
22,0.367114,0.619696,0.474214,0.207174,0.999881,0.615834,0.468879,0.194093,0.999861,0.612571,0.468409,0.194020,0.999836,0.609440,0.467977,0.194013,0.999871,0.623722,0.469664,0.167395,0.999876,0.625727,0.469798,0.167277,0.999846,0.627729,0.470026,0.167310,0.999863,0.604105,0.470213,0.145726,0.999834,0.625498,0.473123,0.027615,0.999843,0.610477,0.478850,0.196165,0.999763,0.620720,0.479557,0.161469,0.999755,0.550873,0.502190,0.202962,0.999893,0.633058,0.505126,-0.129153,0.999991,0.543489,0.545345,0.284874,0.383860,0.646815,0.550724,-0.138130,0.951542,0.592307,0.584718,0.309129,0.331006,0.651071,0.590929,-0.030568,0.760506,0.607766,0.595550,0.333531,0.308721,0.658083,0.600193,-0.043624,0.689928,0.627442,0.595329,0.299500,0.311084,0.657721,0.598826,-0.028855,0.674815,0.620209,0.591796,0.295519,0.300799,0.654523,0.596409,-0.021952,0.612242,0.492369,0.589310,0.125627,0.999957,0.525456,0.593195,-0.125358,0.999991,0.537835,0.647267,0.218809,0.411400,0.538030,0.674380,-0.093355,0.970739,0.561740,0.716660,0.310386,0.691239,0.489817,0.754760,-0.093258,0.975769,0.556109,0.722328,0.316846,0.810277,0.468784,0.767988,-0.094751,0.962299,0.614964,0.727025,0.306872,0.715509,0.534798,0.779936,-0.163035,0.953756
23,0.383801,0.618560,0.474722,0.202198,0.999885,0.614592,0.469224,0.189295,0.999866,0.611290,0.468735,0.189217,0.999842,0.608159,0.468282,0.189203,0.999876,0.622588,0.470017,0.162650,0.999880,0.624608,0.470142,0.162531,0.999851,0.626628,0.470367,0.162566,0.999867,0.602879,0.470540,0.141578,0.999841,0.624516,0.473468,0.023678,0.999848,0.609264,0.479415,0.191488,0.999771,0.619522,0.480089,0.156841,0.999766,0.549984,0.502530,0.200749,0.999889,0.631773,0.505638,-0.132407,0.999991,0.545066,0.545361,0.281094,0.388083,0.645462,0.551095,-0.141613,0.952531,0.592566,0.585767,0.303440,0.333158,0.650081,0.591631,-0.033941,0.762577,0.610745,0.596147,0.327460,0.310120,0.656587,0.601006,-0.046881,0.691997,0.628252,0.596435,0.294275,0.312748,0.656502,0.599437,-0.032373,0.677105,0.621437,0.592770,0.290043,0.302317,0.653274,0.596904,-0.025395,0.614721,0.490849,0.590205,0.125291,0.999956,0.524323,0.594134,-0.125026,0.999991,0.536724,0.647302,0.223323,0.405449,0.538010,0.675168,-0.091703,0.971442,0.561438,0.716541,0.333407,0.679499,0.489749,0.755570,-0.090926,0.976363,0.556101,0.722066,0.341843,0.805447,0.468959,0.768581,-0.092287,0.963176,0.614871,0.727200,0.335612,0.706418,0.536055,0.780653,-0.160633,0.954282
24,0.400488,0.617939,0.474905,0.202769,0.999889,0.613542,0.469438,0.189926,0.999872,0.610195,0.468954,0.189847,0.999849,0.607045,0.468518,0.189839,0.999881,0.621495,0.470231,0.161736,0.999886,0.623421,0.470366,0.161621,0.999858,0.625335,0.470606,0.161648,0.999873,0.601732,0.470850,0.143883,0.999849,0.622859,0.473719,0.018836,0.999855,0.608531,0.479788,0.192597,0.999784,0.618851,0.480530,0.155969,0.999780,0.549148,0.503028,0.204565,0.999888,0.630716,0.505932,-0.141406,0.999991,0.545852,0.545721,0.287479,0.400818,0.644035,0.551598,-0.152752,0.954508,0.597388,0.585819,0.312689,0.341825,0.648968,0.592272,-0.039184,0.767245,0.613865,0.597471,0.338348,0.316846,0.655473,0.601766,-0.052720,0.696651,0.628897,0.596925,0.305199,0.319801,0.655476,0.600156,-0.037674,0.682005,0.621687,0.593974,0.299404,0.309162,0.652341,0.597796,-0.030388,0.619422,0.489554,0.590957,0.127198,0.999957,0.522297,0.594858,-0.126901,0.999992,0.535850,0.647500,0.230744,0.407857,0.538238,0.675719,-0.091752,0.973102,0.561246,0.716490,0.339808,0.678371,0.489699,0.755945,-0.094283,0.977699,0.551526,0.722131,0.347952,0.806333,0.469100,0.768896,-0.096001,0.965115,0.614319,0.727306,0.339010,0.703051,0.540263,0.780805,-0.167248,0.956012
25,0.417175,0.616566,0.475355,0.192764,0.999895,0.612380,0.469815,0.179844,0.999879,0.609121,0.469335,0.179760,0.999858,0.606047,0.468896,0.179753,0.999888,0.620260,0.470591,0.151495,0.999892,0.622178,0.470724,0.151388,0.999865,0.624108,0.470971,0.151416,0.999880,0.600935,0.471278,0.135548,0.999858,0.621666,0.474134,0.009240,0.999863,0.607161,0.480300,0.183109,0.999797,0.617380,0.480960,0.146176,0.999794,0.547761,0.503560,0.197298,0.999889,0.629075,0.506496,-0.147222,0.999991,0.545631,0.545934,0.284251,0.413485,0.642620,0.552638,-0.156990,0.956442,0.599222,0.586041,0.310834,0.348824,0.648453,0.592841,-0.041178,0.770019,0.614897,0.597613,0.337095,0.322166,0.655198,0.601990,-0.054116,0.699040,0.629378,0.597337,0.303761,0.325468,0.654781,0.600681,-0.039830,0.684640,0.622585,0.594021,0.297681,0.314307,0.651621,0.598246,-0.032646,0.622012,0.488983,0.591812,0.127878,0.999958,0.520144,0.595198,-0.127548,0.999992,0.533916,0.648183,0.237999,0.416331,0.538431,0.675761,-0.096952,0.974918,0.561714,0.716878,0.346605,0.682433,0.489830,0.755818,-0.097251,0.979136,0.553220,0.722197,0.354431,0.809535,0.469531,0.768698,-0.098791,0.967220,0.612455,0.727410,0.343828,0.704204,0.542564,0.780447,-0.170540,0.958165
26,0.433862,0.615582,0.475915,0.199237,0.999897,0.611586,0.470295,0.186906,0.999882,0.608313,0.469818,0.186829,0.999861,0.605199,0.469383,0.186818,0.999890,0.619444,0.471040,0.159321,0.999894,0.621359,0.471157,0.159206,0.999868,0.623263,0.471388,0.159237,0.999882,0.599894,0.471759,0.141169,0.999862,0.620721,0.474527,0.018706,0.999865,0.606182,0.480838,0.188990,0.999803,0.616438,0.481489,0.153094,0.999802,0.546479,0.504126,0.202617,0.999889,0.627834,0.506925,-0.139363,0.999991,0.545202,0.546269,0.284774,0.421353,0.642478,0.553965,-0.149289,0.956961,0.600065,0.587930,0.303694,0.356988,0.646838,0.594545,-0.037575,0.771685,0.612874,0.599266,0.328229,0.329322,0.653422,0.603345,-0.050837,0.700881,0.628860,0.598937,0.293910,0.332910,0.652886,0.602282,-0.036243,0.686653,0.623505,0.596170,0.289840,0.321235,0.650519,0.599451,-0.028931,0.624037,0.488012,0.592662,0.127782,0.999958,0.519518,0.595806,-0.127458,0.999992,0.533519,0.649076,0.230657,0.417404,0.538484,0.676118,-0.096900,0.975575,0.561972,0.718597,0.328035,0.682858,0.489841,0.755720,-0.096238,0.979698,0.548616,0.724789,0.334525,0.809913,0.469611,0.768857,-0.097799,0.967838,0.613707,0.727729,0.319485,0.705377,0.542882,0.781094,-0.170735,0.958950
27,0.450549,0.614579,0.476256,0.191991,0.999904,0.610602,0.470559,0.179371,0.999889,0.607377,0.470079,0.179293,0.999870,0.604349,0.469652,0.179284,0.999897,0.618329,0.471288,0.150152,0.999900,0.620194,0.471398,0.150047,0.999876,0.622073,0.471630,0.150074,0.999888,0.599175,0.472027,0.136381,0.999871,0.619513,0.474789,0.006186,0.999873,0.605243,0.481243,0.182878,0.999816,0.615318,0.481831,0.144854,0.999816,0.545651,0.504668,0.198225,0.999891,0.626306,0.507371,-0.152128,0.999991,0.540136,0.547745,0.288190,0.434545,0.641117,0.554762,-0.160287,0.958724,0.600700,0.589284,0.309629,0.362552,0.646455,0.595471,-0.041744,0.773618,0.613716,0.599693,0.331277,0.333154,0.652850,0.604270,-0.055122,0.702250,0.628677,0.600088,0.299740,0.336987,0.652513,0.602848,-0.041052,0.688256,0.622232,0.596898,0.296152,0.324953,0.650045,0.600258,-0.033270,0.625137,0.486709,0.593711,0.130308,0.999959,0.517465,0.596553,-0.129938,0.999992,0.533083,0.653087,0.257293,0.427643,0.538489,0.676632,-0.111525,0.977311,0.561161,0.718336,0.386916,0.687627,0.489853,0.755754,-0.099112,0.981082,0.549225,0.724002,0.397321,0.814450,0.469943,0.768770,-0.098199,0.969822,0.613602,0.727481,0.391913,0.706466,0.544504,0.781267,-0.174898,0.960974
